symbol,yahoo_symbol,name,series,isin,industry,source,as_of
AVAILFC,AVAILFC.NS,Available Finance Limited,EQ,INE325G01010,,local_data_nse_equity_list,2026-04-29
AVALON,AVALON.NS,Avalon Technologies Limited,EQ,INE0LCL01028,,local_data_nse_equity_list,2026-04-29
AVANTEL,AVANTEL.NS,Avantel Limited,EQ,INE005B01027,,local_data_nse_equity_list,2026-04-29
AVANTIFEED,AVANTIFEED.NS,Avanti Feeds Limited,EQ,INE871C01038,,local_data_nse_equity_list,2026-04-29
AVG,AVG.NS,AVG Logistics Limited,EQ,INE680Z01018,,local_data_nse_equity_list,2026-04-29
AVL,AVL.NS,Aditya Vision Limited,EQ,INE679V01027,,local_data_nse_equity_list,2026-04-29
AVONMORE,AVONMORE.NS,Avonmore Capital & Management Services Limited,EQ,INE323B01024,,local_data_nse_equity_list,2026-04-29
AVROIND,AVROIND.NS,AVRO INDIA LIMITED,EQ,INE652Z01017,,local_data_nse_equity_list,2026-04-29
AVTNPL,AVTNPL.NS,AVT Natural Products Limited,EQ,INE488D01021,,local_data_nse_equity_list,2026-04-29
AWFIS,AWFIS.NS,Awfis Space Solutions Limited,EQ,INE108V01019,,local_data_nse_equity_list,2026-04-29
AWHCL,AWHCL.NS,Antony Waste Handling Cell Limited,EQ,INE01BK01022,,local_data_nse_equity_list,2026-04-29
AWL,AWL.NS,AWL Agri Business Limited,EQ,INE699H01024,,local_data_nse_equity_list,2026-04-29
AXISBANK,AXISBANK.NS,Axis Bank Limited,EQ,INE238A01034,,local_data_nse_equity_list,2026-04-29
AXISCADES,AXISCADES.NS,AXISCADES Technologies Limited,EQ,INE555B01013,,local_data_nse_equity_list,2026-04-29
AXITA,AXITA.NS,Axita Cotton Limited,EQ,INE02EZ01022,,local_data_nse_equity_list,2026-04-29
AYE,AYE.NS,Aye Finance Limited,EQ,INE501X01029,,local_data_nse_equity_list,2026-04-29
AYMSYNTEX,AYMSYNTEX.NS,AYM Syntex Limited,EQ,INE193B01039,,local_data_nse_equity_list,2026-04-29
AZAD,AZAD.NS,Azad Engineering Limited,EQ,INE02IJ01035,,local_data_nse_equity_list,2026-04-29
BAFNAPH,BAFNAPH.NS,Bafna Pharmaceuticals Limited,BE,INE878I01022,,local_data_nse_equity_list,2026-04-29
BAGFILMS,BAGFILMS.NS,B.A.G Films and Media Limited,EQ,INE116D01028,,local_data_nse_equity_list,2026-04-29
BAIDFIN,BAIDFIN.NS,Baid Finserv Limited,EQ,INE020D01022,,local_data_nse_equity_list,2026-04-29
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Limited,EQ,INE917I01010,,local_data_nse_equity_list,2026-04-29
BAJAJCON,BAJAJCON.NS,Bajaj Consumer Care Limited,EQ,INE933K01021,,local_data_nse_equity_list,2026-04-29
BAJAJELEC,BAJAJELEC.NS,Bajaj Electricals Limited,EQ,INE193E01025,,local_data_nse_equity_list,2026-04-29
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Limited,EQ,INE918I01026,,local_data_nse_equity_list,2026-04-29
BAJAJHCARE,BAJAJHCARE.NS,Bajaj Healthcare Limited,EQ,INE411U01027,,local_data_nse_equity_list,2026-04-29
BAJAJHFL,BAJAJHFL.NS,Bajaj Housing Finance Limited,EQ,INE377Y01014,,local_data_nse_equity_list,2026-04-29
BAJAJHIND,BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,EQ,INE306A01021,,local_data_nse_equity_list,2026-04-29
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,EQ,INE118A01012,,local_data_nse_equity_list,2026-04-29
BAJAJINDEF,BAJAJINDEF.NS,Indef Manufacturing Limited,EQ,INE0O9T01021,,local_data_nse_equity_list,2026-04-29
BAJAJST,BAJAJST.NS,Bajaj Steel Industries Limited,EQ,INE704G01024,,local_data_nse_equity_list,2026-04-29
BAJEL,BAJEL.NS,Bajel Projects Limited,EQ,INE0KQN01018,,local_data_nse_equity_list,2026-04-29
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Limited,EQ,INE296A01032,,local_data_nse_equity_list,2026-04-29
BALAJEE,BALAJEE.NS,Shree Tirupati Balajee Agro Trading Company Limited,EQ,INE0S2G01011,,local_data_nse_equity_list,2026-04-29
BALAJITELE,BALAJITELE.NS,Balaji Telefilms Limited,EQ,INE794B01026,,local_data_nse_equity_list,2026-04-29
BALAMINES,BALAMINES.NS,Balaji Amines Limited,EQ,INE050E01027,,local_data_nse_equity_list,2026-04-29
BALAXI,BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED,BE,INE618N01022,,local_data_nse_equity_list,2026-04-29
BALKRISHNA,BALKRISHNA.NS,Balkrishna Paper Mills Limited,EQ,INE875R01011,,local_data_nse_equity_list,2026-04-29
BALKRISIND,BALKRISIND.NS,Balkrishna Industries Limited,EQ,INE787D01026,,local_data_nse_equity_list,2026-04-29
BALMLAWRIE,BALMLAWRIE.NS,Balmer Lawrie & Company Limited,EQ,INE164A01016,,local_data_nse_equity_list,2026-04-29
BALPHARMA,BALPHARMA.NS,Bal Pharma Limited,EQ,INE083D01012,,local_data_nse_equity_list,2026-04-29
BALRAMCHIN,BALRAMCHIN.NS,Balrampur Chini Mills Limited,EQ,INE119A01028,,local_data_nse_equity_list,2026-04-29
BALUFORGE,BALUFORGE.NS,Balu Forge Industries Limited,EQ,INE011E01029,,local_data_nse_equity_list,2026-04-29
BANARBEADS,BANARBEADS.NS,Banaras Beads Limited,EQ,INE655B01011,,local_data_nse_equity_list,2026-04-29
BANARISUG,BANARISUG.NS,Bannari Amman Sugars Limited,EQ,INE459A01010,,local_data_nse_equity_list,2026-04-29
BANCOINDIA,BANCOINDIA.NS,Banco Products (I) Limited,EQ,INE213C01025,,local_data_nse_equity_list,2026-04-29
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Limited,EQ,INE545U01014,,local_data_nse_equity_list,2026-04-29
BANG,BANG.NS,Bang Overseas Limited,EQ,INE863I01016,,local_data_nse_equity_list,2026-04-29
BANKA,BANKA.NS,Banka BioLoo Limited,BE,INE862Y01015,,local_data_nse_equity_list,2026-04-29
BANKBARODA,BANKBARODA.NS,Bank of Baroda,EQ,INE028A01039,,local_data_nse_equity_list,2026-04-29
BANKINDIA,BANKINDIA.NS,Bank of India,EQ,INE084A01016,,local_data_nse_equity_list,2026-04-29
BANSALWIRE,BANSALWIRE.NS,Bansal Wire Industries Limited,EQ,INE0B9K01025,,local_data_nse_equity_list,2026-04-29
BANSWRAS,BANSWRAS.NS,Banswara Syntex Limited,EQ,INE629D01020,,local_data_nse_equity_list,2026-04-29
BASF,BASF.NS,BASF India Limited,EQ,INE373A01013,,local_data_nse_equity_list,2026-04-29
BASML,BASML.NS,Bannari Amman Spinning Mills Limited,EQ,INE186H01022,,local_data_nse_equity_list,2026-04-29
BATAINDIA,BATAINDIA.NS,Bata India Limited,EQ,INE176A01028,,local_data_nse_equity_list,2026-04-29
BATLIBOI,BATLIBOI.NS,Batliboi Limited,EQ,INE177C01022,,local_data_nse_equity_list,2026-04-29
BAYERCROP,BAYERCROP.NS,Bayer Cropscience Limited,EQ,INE462A01022,,local_data_nse_equity_list,2026-04-29
BBL,BBL.NS,Bharat Bijlee Limited,EQ,INE464A01036,,local_data_nse_equity_list,2026-04-29
BBOX,BBOX.NS,Black Box Limited,EQ,INE676A01027,,local_data_nse_equity_list,2026-04-29
BBTC,BBTC.NS,The Bombay Burmah Trading Corporation Limited,EQ,INE050A01025,,local_data_nse_equity_list,2026-04-29
BBTCL,BBTCL.NS,B&B Triplewall Containers Limited,EQ,INE01EE01011,,local_data_nse_equity_list,2026-04-29
BCG,BCG.NS,Brightcom Group Limited,BE,INE425B01027,,local_data_nse_equity_list,2026-04-29
BCLIND,BCLIND.NS,Bcl Industries Limited,EQ,INE412G01024,,local_data_nse_equity_list,2026-04-29
BCONCEPTS,BCONCEPTS.NS,Brand Concepts Limited,EQ,INE977Y01011,,local_data_nse_equity_list,2026-04-29
BCPL,BCPL.NS,BCPL Railway Infrastructure Limited,EQ,INE00SW01015,,local_data_nse_equity_list,2026-04-29
BDL,BDL.NS,Bharat Dynamics Limited,EQ,INE171Z01026,,local_data_nse_equity_list,2026-04-29
BEARDSELL,BEARDSELL.NS,Beardsell Limited,EQ,INE520H01022,,local_data_nse_equity_list,2026-04-29
BECTORFOOD,BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,EQ,INE495P01020,,local_data_nse_equity_list,2026-04-29
BEDMUTHA,BEDMUTHA.NS,Bedmutha Industries Limited,BE,INE844K01012,,local_data_nse_equity_list,2026-04-29
BEEKAY,BEEKAY.NS,Beekay Steel Industries Limited,EQ,INE213D01015,,local_data_nse_equity_list,2026-04-29
BEL,BEL.NS,Bharat Electronics Limited,EQ,INE263A01024,,local_data_nse_equity_list,2026-04-29
BELLACASA,BELLACASA.NS,Bella Casa Fashion & Retail Limited,EQ,INE344T01014,,local_data_nse_equity_list,2026-04-29
BELRISE,BELRISE.NS,Belrise Industries Limited,EQ,INE894V01022,,local_data_nse_equity_list,2026-04-29
BEML,BEML.NS,BEML Limited,EQ,INE258A01024,,local_data_nse_equity_list,2026-04-29
BENGALASM,BENGALASM.NS,Bengal & Assam Company Limited,EQ,INE083K01017,,local_data_nse_equity_list,2026-04-29
BEPL,BEPL.NS,Bhansali Engineering Polymers Limited,EQ,INE922A01025,,local_data_nse_equity_list,2026-04-29
BERGEPAINT,BERGEPAINT.NS,Berger Paints (I) Limited,EQ,INE463A01038,,local_data_nse_equity_list,2026-04-29
BESTAGRO,BESTAGRO.NS,Best Agrolife Limited,BE,INE052T01021,,local_data_nse_equity_list,2026-04-29
BETA,BETA.NS,Beta Drugs Limited,EQ,INE351Y01019,,local_data_nse_equity_list,2026-04-29
BFINVEST,BFINVEST.NS,BF Investment Limited,EQ,INE878K01010,,local_data_nse_equity_list,2026-04-29
BFUTILITIE,BFUTILITIE.NS,BF Utilities Limited,EQ,INE243D01012,,local_data_nse_equity_list,2026-04-29
BGRENERGY,BGRENERGY.NS,BGR Energy Systems Limited,BE,INE661I01014,,local_data_nse_equity_list,2026-04-29
BHAGCHEM,BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,EQ,INE414D01027,,local_data_nse_equity_list,2026-04-29
BHAGERIA,BHAGERIA.NS,Bhageria Industries Limited,EQ,INE354C01027,,local_data_nse_equity_list,2026-04-29
BHAGYANGR,BHAGYANGR.NS,Bhagyanagar India Limited,EQ,INE458B01036,,local_data_nse_equity_list,2026-04-29
BHANDARI,BHANDARI.NS,Bhandari Hosiery Exports Limited,EQ,INE474E01029,,local_data_nse_equity_list,2026-04-29
BHARATCOAL,BHARATCOAL.NS,Bharat Coking Coal Limited,EQ,INE05XR01022,,local_data_nse_equity_list,2026-04-29
BHARATFORG,BHARATFORG.NS,Bharat Forge Limited,EQ,INE465A01025,,local_data_nse_equity_list,2026-04-29
BHARATGEAR,BHARATGEAR.NS,Bharat Gears Limited,EQ,INE561C01019,,local_data_nse_equity_list,2026-04-29
BHARATRAS,BHARATRAS.NS,Bharat Rasayan Limited,EQ,INE838B01021,,local_data_nse_equity_list,2026-04-29
BHARATSE,BHARATSE.NS,Bharat Seats Limited,EQ,INE415D01024,,local_data_nse_equity_list,2026-04-29
BHARATWIRE,BHARATWIRE.NS,Bharat Wire Ropes Limited,EQ,INE316L01019,,local_data_nse_equity_list,2026-04-29
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Limited,EQ,INE397D01024,,local_data_nse_equity_list,2026-04-29
BHARTIHEXA,BHARTIHEXA.NS,Bharti Hexacom Limited,EQ,INE343G01021,,local_data_nse_equity_list,2026-04-29
BHEL,BHEL.NS,Bharat Heavy Electricals Limited,EQ,INE257A01026,,local_data_nse_equity_list,2026-04-29
BI,BI.NS,Bilcare Limited,EQ,INE986A01012,,local_data_nse_equity_list,2026-04-29
BIGBLOC,BIGBLOC.NS,Bigbloc Construction Limited,EQ,INE412U01025,,local_data_nse_equity_list,2026-04-29
BIKAJI,BIKAJI.NS,Bikaji Foods International Limited,EQ,INE00E101023,,local_data_nse_equity_list,2026-04-29
BIL,BIL.NS,Bhartiya International Limited,EQ,INE828A01016,,local_data_nse_equity_list,2026-04-29
BIMETAL,BIMETAL.NS,Bimetal Bearings Limited,EQ,INE469A01019,,local_data_nse_equity_list,2026-04-29
BIOCON,BIOCON.NS,Biocon Limited,EQ,INE376G01013,,local_data_nse_equity_list,2026-04-29
BIOFILCHEM,BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited,EQ,INE829A01014,,local_data_nse_equity_list,2026-04-29
BIRLACABLE,BIRLACABLE.NS,Birla Cable Limited,EQ,INE800A01015,,local_data_nse_equity_list,2026-04-29
BIRLACORPN,BIRLACORPN.NS,Birla Corporation Limited,EQ,INE340A01012,,local_data_nse_equity_list,2026-04-29
BIRLAMONEY,BIRLAMONEY.NS,Aditya Birla Money Limited,EQ,INE865C01022,,local_data_nse_equity_list,2026-04-29
BIRLANU,BIRLANU.NS,BirlaNu Limited,EQ,INE557A01011,,local_data_nse_equity_list,2026-04-29
BIRLAPREC,BIRLAPREC.NS,Birla Precision Technologies Limited,EQ,INE372E01025,,local_data_nse_equity_list,2026-04-29
BLACKBUCK,BLACKBUCK.NS,BLACKBUCK LIMITED,EQ,INE0UIZ01018,,local_data_nse_equity_list,2026-04-29
BLACKROSE,BLACKROSE.NS,Black Rose Inds. Limited,EQ,INE761G01016,,local_data_nse_equity_list,2026-04-29
BLAL,BLAL.NS,BEML Land Assets Limited,EQ,INE0N7W01012,,local_data_nse_equity_list,2026-04-29
BLBLIMITED,BLBLIMITED.NS,BLB Limited,BE,INE791A01024,,local_data_nse_equity_list,2026-04-29
BLIL,BLIL.NS,Balmer Lawrie Investments Limited,EQ,INE525F01025,,local_data_nse_equity_list,2026-04-29
BLISSGVS,BLISSGVS.NS,Bliss GVS Pharma Limited,EQ,INE416D01022,,local_data_nse_equity_list,2026-04-29
BLKASHYAP,BLKASHYAP.NS,B. L. Kashyap and Sons Limited,EQ,INE350H01032,,local_data_nse_equity_list,2026-04-29
BLS,BLS.NS,BLS International Services Limited,EQ,INE153T01027,,local_data_nse_equity_list,2026-04-29
BLSE,BLSE.NS,BLS E-Services Limited,EQ,INE0NLT01010,,local_data_nse_equity_list,2026-04-29
BLUECHIP,BLUECHIP.NS,Blue Chip India Limited,BE,INE657B01025,,local_data_nse_equity_list,2026-04-29
BLUECOAST,BLUECOAST.NS,Blue Coast Hotels Limited,EQ,INE472B01011,,local_data_nse_equity_list,2026-04-29
BLUEDART,BLUEDART.NS,Blue Dart Express Limited,EQ,INE233B01017,,local_data_nse_equity_list,2026-04-29
BLUEJET,BLUEJET.NS,Blue Jet Healthcare Limited,EQ,INE0KBH01020,,local_data_nse_equity_list,2026-04-29
BLUESTARCO,BLUESTARCO.NS,Blue Star Limited,EQ,INE472A01039,,local_data_nse_equity_list,2026-04-29
BLUESTONE,BLUESTONE.NS,BlueStone Jewellery and Lifestyle Limited,EQ,INE304W01038,,local_data_nse_equity_list,2026-04-29
BLUSPRING,BLUSPRING.NS,Bluspring Enterprises Limited,EQ,INE0U4101014,,local_data_nse_equity_list,2026-04-29
BMWVENTLTD,BMWVENTLTD.NS,BMW Ventures Limited,EQ,INE965W01036,,local_data_nse_equity_list,2026-04-29
BNAGROCHEM,BNAGROCHEM.NS,BN Agrochem Limited,EQ,INE00HZ01011,,local_data_nse_equity_list,2026-04-29
BNALTD,BNALTD.NS,B & A Limited,EQ,INE489D01011,,local_data_nse_equity_list,2026-04-29
BODALCHEM,BODALCHEM.NS,Bodal Chemicals Limited,EQ,INE338D01028,,local_data_nse_equity_list,2026-04-29
BOHRAIND,BOHRAIND.NS,Bohra Industries Limited,BE,INE802W01023,,local_data_nse_equity_list,2026-04-29
BOMDYEING,BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,EQ,INE032A01023,,local_data_nse_equity_list,2026-04-29
BONLON,BONLON.NS,Bonlon Industries Limited,EQ,INE0B9A01018,,local_data_nse_equity_list,2026-04-29
BORANA,BORANA.NS,Borana Weaves Limited,BE,INE16SF01016,,local_data_nse_equity_list,2026-04-29
BOROLTD,BOROLTD.NS,Borosil Limited,EQ,INE02PY01013,,local_data_nse_equity_list,2026-04-29
BORORENEW,BORORENEW.NS,BOROSIL RENEWABLES LIMITED,EQ,INE666D01022,,local_data_nse_equity_list,2026-04-29
BOROSCI,BOROSCI.NS,Borosil Scientific Limited,EQ,INE02L001032,,local_data_nse_equity_list,2026-04-29
BOSCH-HCIL,BOSCH-HCIL.NS,BOSCH HOME COMFORT INDIA LIMITED,EQ,INE782A01015,,local_data_nse_equity_list,2026-04-29
BOSCHLTD,BOSCHLTD.NS,Bosch Limited,EQ,INE323A01026,,local_data_nse_equity_list,2026-04-29
BPCL,BPCL.NS,Bharat Petroleum Corporation Limited,EQ,INE029A01011,,local_data_nse_equity_list,2026-04-29
BPL,BPL.NS,BPL Limited,EQ,INE110A01019,,local_data_nse_equity_list,2026-04-29
BRIGADE,BRIGADE.NS,Brigade Enterprises Limited,EQ,INE791I01019,,local_data_nse_equity_list,2026-04-29
BRIGHOTEL,BRIGHOTEL.NS,Brigade Hotel Ventures Limited,EQ,INE03NU01014,,local_data_nse_equity_list,2026-04-29
BRITANNIA,BRITANNIA.NS,Britannia Industries Limited,EQ,INE216A01030,,local_data_nse_equity_list,2026-04-29
BRNL,BRNL.NS,Bharat Road Network Limited,EQ,INE727S01012,,local_data_nse_equity_list,2026-04-29
BROOKS,BROOKS.NS,Brooks Laboratories Limited,BE,INE650L01011,,local_data_nse_equity_list,2026-04-29
BSE,BSE.NS,BSE Limited,EQ,INE118H01025,,local_data_nse_equity_list,2026-04-29
BSHSL,BSHSL.NS,Bombay Super Hybrid Seeds Limited,EQ,INE032Z01020,,local_data_nse_equity_list,2026-04-29
BSL,BSL.NS,BSL Limited,EQ,INE594B01012,,local_data_nse_equity_list,2026-04-29
BSOFT,BSOFT.NS,BIRLASOFT LIMITED,EQ,INE836A01035,,local_data_nse_equity_list,2026-04-29
BTML,BTML.NS,Bodhi Tree Multimedia Limited,EQ,INE0EEJ01023,,local_data_nse_equity_list,2026-04-29
BTTL,BTTL.NS,Bhilwara Technical Textiles Limited,EQ,INE274K01012,,local_data_nse_equity_list,2026-04-29
BUILDPRO,BUILDPRO.NS,Shankara Buildpro Limited,EQ,INE24OJ01011,,local_data_nse_equity_list,2026-04-29
BUTTERFLY,BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,EQ,INE295F01017,,local_data_nse_equity_list,2026-04-29
BVCL,BVCL.NS,Barak Valley Cements Limited,EQ,INE139I01011,,local_data_nse_equity_list,2026-04-29
BYKE,BYKE.NS,The Byke Hospitality Ltd,BE,INE319B01014,,local_data_nse_equity_list,2026-04-29
CALSOFT,CALSOFT.NS,California Software Company Limited,EQ,INE526B01014,,local_data_nse_equity_list,2026-04-29
CAMLINFINE,CAMLINFINE.NS,Camlin Fine Sciences Limited,EQ,INE052I01032,,local_data_nse_equity_list,2026-04-29
CAMPUS,CAMPUS.NS,Campus Activewear Limited,EQ,INE278Y01022,,local_data_nse_equity_list,2026-04-29
CAMS,CAMS.NS,Computer Age Management Services Limited,EQ,INE596I01020,,local_data_nse_equity_list,2026-04-29
CANBK,CANBK.NS,Canara Bank,EQ,INE476A01022,,local_data_nse_equity_list,2026-04-29
CANFINHOME,CANFINHOME.NS,Can Fin Homes Limited,EQ,INE477A01020,,local_data_nse_equity_list,2026-04-29
CANHLIFE,CANHLIFE.NS,Canara HSBC Life Insurance Company Limited,EQ,INE01TY01017,,local_data_nse_equity_list,2026-04-29
CANTABIL,CANTABIL.NS,Cantabil Retail India Limited,EQ,INE068L01024,,local_data_nse_equity_list,2026-04-29
CAPACITE,CAPACITE.NS,Capacit'e Infraprojects Limited,EQ,INE264T01014,,local_data_nse_equity_list,2026-04-29
CAPILLARY,CAPILLARY.NS,Capillary Technologies India Limited,EQ,INE0ILV01024,,local_data_nse_equity_list,2026-04-29
CAPITALSFB,CAPITALSFB.NS,Capital Small Finance Bank Limited,EQ,INE646H01017,,local_data_nse_equity_list,2026-04-29
CAPLIPOINT,CAPLIPOINT.NS,Caplin Point Laboratories Limited,EQ,INE475E01026,,local_data_nse_equity_list,2026-04-29
CAPTRUST,CAPTRUST.NS,Capital Trust Limited,BE,INE707C01018,,local_data_nse_equity_list,2026-04-29
CARBORUNIV,CARBORUNIV.NS,Carborundum Universal Limited,EQ,INE120A01034,,local_data_nse_equity_list,2026-04-29
CARERATING,CARERATING.NS,CARE Ratings Limited,EQ,INE752H01013,,local_data_nse_equity_list,2026-04-29
CARRARO,CARRARO.NS,Carraro India Limited,EQ,INE0V7W01012,,local_data_nse_equity_list,2026-04-29
CARTRADE,CARTRADE.NS,Cartrade Tech Limited,EQ,INE290S01011,,local_data_nse_equity_list,2026-04-29
CARYSIL,CARYSIL.NS,CARYSIL LIMITED,EQ,INE482D01024,,local_data_nse_equity_list,2026-04-29
CASTROLIND,CASTROLIND.NS,Castrol India Limited,EQ,INE172A01027,,local_data_nse_equity_list,2026-04-29
CCAVENUE,CCAVENUE.NS,AvenuesAI Limited,EQ,INE483S01020,,local_data_nse_equity_list,2026-04-29
CCCL,CCCL.NS,Consolidated Construction Consortium Limited,EQ,INE429I01024,,local_data_nse_equity_list,2026-04-29
CCHHL,CCHHL.NS,Country Club Hospitality & Holidays Limited,EQ,INE652F01027,,local_data_nse_equity_list,2026-04-29
CCL,CCL.NS,CCL Products (India) Limited,EQ,INE421D01022,,local_data_nse_equity_list,2026-04-29
CDSL,CDSL.NS,Central Depository Services (India) Limited,EQ,INE736A01011,,local_data_nse_equity_list,2026-04-29
CEATLTD,CEATLTD.NS,CEAT Limited,EQ,INE482A01020,,local_data_nse_equity_list,2026-04-29
CEIGALL,CEIGALL.NS,Ceigall India Limited,EQ,INE0AG901020,,local_data_nse_equity_list,2026-04-29
CEINSYS,CEINSYS.NS,Ceinsys Tech Limited,EQ,INE016Q01014,,local_data_nse_equity_list,2026-04-29
CELEBRITY,CELEBRITY.NS,Celebrity Fashions Limited,EQ,INE185H01016,,local_data_nse_equity_list,2026-04-29
CELLO,CELLO.NS,Cello World Limited,EQ,INE0LMW01024,,local_data_nse_equity_list,2026-04-29
CEMPRO,CEMPRO.NS,Cemindia Projects Limited,EQ,INE686A01026,,local_data_nse_equity_list,2026-04-29
CENTENKA,CENTENKA.NS,Century Enka Limited,EQ,INE485A01015,,local_data_nse_equity_list,2026-04-29
CENTEXT,CENTEXT.NS,Century Extrusions Limited,EQ,INE281A01026,,local_data_nse_equity_list,2026-04-29
CENTRALBK,CENTRALBK.NS,Central Bank of India,EQ,INE483A01010,,local_data_nse_equity_list,2026-04-29
CENTRUM,CENTRUM.NS,Centrum Capital Limited,EQ,INE660C01027,,local_data_nse_equity_list,2026-04-29
CENTUM,CENTUM.NS,Centum Electronics Limited,EQ,INE320B01020,,local_data_nse_equity_list,2026-04-29
CENTURYPLY,CENTURYPLY.NS,Century Plyboards (India) Limited,EQ,INE348B01021,,local_data_nse_equity_list,2026-04-29
CERA,CERA.NS,Cera Sanitaryware Limited,EQ,INE739E01017,,local_data_nse_equity_list,2026-04-29
CEREBRAINT,CEREBRAINT.NS,Cerebra Integrated Technologies Limited,BZ,INE345B01019,,local_data_nse_equity_list,2026-04-29
CESC,CESC.NS,CESC Limited,EQ,INE486A01021,,local_data_nse_equity_list,2026-04-29
CEWATER,CEWATER.NS,Concord Enviro Systems Limited,EQ,INE037Z01029,,local_data_nse_equity_list,2026-04-29
CGCL,CGCL.NS,Capri Global Capital Limited,EQ,INE180C01042,,local_data_nse_equity_list,2026-04-29
CGPOWER,CGPOWER.NS,CG Power and Industrial Solutions Limited,EQ,INE067A01029,,local_data_nse_equity_list,2026-04-29
CHALET,CHALET.NS,Chalet Hotels Limited,EQ,INE427F01016,,local_data_nse_equity_list,2026-04-29
CHAMBLFERT,CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,EQ,INE085A01013,,local_data_nse_equity_list,2026-04-29
CHEMBOND,CHEMBOND.NS,Chembond Material Technologies Limited,EQ,INE995D01025,,local_data_nse_equity_list,2026-04-29
CHEMBONDCH,CHEMBONDCH.NS,Chembond Chemicals Limited,EQ,INE0TGX01019,,local_data_nse_equity_list,2026-04-29
CHEMCON,CHEMCON.NS,Chemcon Speciality Chemicals Limited,EQ,INE03YM01018,,local_data_nse_equity_list,2026-04-29
CHEMFAB,CHEMFAB.NS,Chemfab Alkalis Limited,EQ,INE783X01023,,local_data_nse_equity_list,2026-04-29
CHEMPLASTS,CHEMPLASTS.NS,Chemplast Sanmar Limited,EQ,INE488A01050,,local_data_nse_equity_list,2026-04-29
CHENNPETRO,CHENNPETRO.NS,Chennai Petroleum Corporation Limited,EQ,INE178A01016,,local_data_nse_equity_list,2026-04-29
CHEVIOT,CHEVIOT.NS,Cheviot Company Limited,EQ,INE974B01016,,local_data_nse_equity_list,2026-04-29
CHOICEIN,CHOICEIN.NS,Choice International Limited,EQ,INE102B01014,,local_data_nse_equity_list,2026-04-29
CHOLAFIN,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,EQ,INE121A01024,,local_data_nse_equity_list,2026-04-29
CHOLAHLDNG,CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,EQ,INE149A01033,,local_data_nse_equity_list,2026-04-29
CIEINDIA,CIEINDIA.NS,CIE Automotive India Limited,EQ,INE536H01010,,local_data_nse_equity_list,2026-04-29
CIFL,CIFL.NS,Capital India Finance Limited,EQ,INE345H01024,,local_data_nse_equity_list,2026-04-29
CIGNITITEC,CIGNITITEC.NS,Cigniti Technologies Limited,EQ,INE675C01017,,local_data_nse_equity_list,2026-04-29
CINELINE,CINELINE.NS,Cineline India Limited,EQ,INE704H01022,,local_data_nse_equity_list,2026-04-29
CINEVISTA,CINEVISTA.NS,Cinevista Limited,EQ,INE039B01026,,local_data_nse_equity_list,2026-04-29
CIPLA,CIPLA.NS,Cipla Limited,EQ,INE059A01026,,local_data_nse_equity_list,2026-04-29
CLEAN,CLEAN.NS,Clean Science and Technology Limited,EQ,INE227W01023,,local_data_nse_equity_list,2026-04-29
