symbol,yahoo_symbol,name,series,isin,listed_on
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,INE0FS801015,28-MAR-2022
MTARTECH,MTARTECH.NS,Mtar Technologies Limited,EQ,INE864I01014,15-MAR-2021
MTEDUCARE,MTEDUCARE.NS,MT Educare Limited,BE,INE472M01018,12-APR-2012
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,INE153A01019,17-FEB-1999
MUFIN,MUFIN.NS,Mufin Green Finance Limited,EQ,INE08KJ01020,06-NOV-2023
MUFTI,MUFTI.NS,Credo Brands Marketing Limited,EQ,INE220Q01020,27-DEC-2023
MUKANDLTD,MUKANDLTD.NS,Mukand Limited,EQ,INE304A01026,23-FEB-2004
MUKKA,MUKKA.NS,Mukka Proteins Limited,EQ,INE0CG401037,07-MAR-2024
MUKTAARTS,MUKTAARTS.NS,Mukta Arts Limited,EQ,INE374B01019,12-SEP-2000
MUNJALAU,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,INE672B01032,19-JUL-2006
MUNJALSHOW,MUNJALSHOW.NS,Munjal Showa Limited,EQ,INE577A01027,12-MAY-2003
MURUDCERA,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,INE692B01014,28-MAY-2004
MUTHOOTCAP,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,INE296G01013,24-AUG-2015
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,INE414G01012,06-MAY-2011
MUTHOOTMF,MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,INE046W01019,26-DEC-2023
MVGJL,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,INE0KNT01012,03-OCT-2023
MWL,MWL.NS,Mangalam Worldwide Limited,EQ,INE0JYY01011,18-SEP-2025
NACLIND,NACLIND.NS,NACL Industries Limited,EQ,INE295D01020,07-APR-2017
NAGAFERT,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,BZ,INE454M01024,15-JUN-2016
NAGREEKCAP,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,EQ,INE245I01016,18-SEP-2007
NAGREEKEXP,NAGREEKEXP.NS,Nagreeka Exports Limited,EQ,INE123B01028,18-JUN-2007
NAHARCAP,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,INE049I01012,11-MAR-2008
NAHARINDUS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,INE289A01011,15-DEC-2005
NAHARPOLY,NAHARPOLY.NS,Nahar Poly Films Limited,EQ,INE308A01027,23-MAR-2007
NAHARSPING,NAHARSPING.NS,Nahar Spinning Mills Limited,BE,INE290A01027,23-MAR-2007
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,INE298J01013,06-NOV-2017
NARMADA,NARMADA.NS,Narmada Agrobase Limited,EQ,INE117Z01011,27-OCT-2022
NATCAPSUQ,NATCAPSUQ.NS,Natural Capsules Limited,EQ,INE936B01015,14-FEB-2025
NATCOPHARM,NATCOPHARM.NS,Natco Pharma Limited,EQ,INE987B01026,27-DEC-1995
NATHBIOGEN,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,INE448G01010,28-JAN-2014
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,EQ,INE139A01034,28-APR-1999
NATIONSTD,NATIONSTD.NS,National Standard (India) Limited,EQ,INE166R01015,20-APR-2026
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,EQ,INE663F01032,21-NOV-2006
NAVA,NAVA.NS,NAVA LIMITED,EQ,INE725A01030,03-APR-1996
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,INE048G01026,01-JUN-2007
NAVKARCORP,NAVKARCORP.NS,Navkar Corporation Limited,EQ,INE278M01019,09-SEP-2015
NAVKARURB,NAVKARURB.NS,Navkar Urbanstructure Limited,EQ,INE268H01044,17-JAN-2025
NAVNETEDUL,NAVNETEDUL.NS,Navneet Education Limited,EQ,INE060A01024,08-FEB-1995
NAZARA,NAZARA.NS,Nazara Technologies Limited,EQ,INE418L01047,30-MAR-2021
NBCC,NBCC.NS,NBCC (India) Limited,EQ,INE095N01031,12-APR-2012
NBIFIN,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,INE365I01020,23-NOV-2016
NCC,NCC.NS,NCC Limited,EQ,INE868B01028,14-OCT-2003
NCLIND,NCLIND.NS,NCL Industries Limited,EQ,INE732C01016,03-APR-2007
NDGL,NDGL.NS,Naga Dhunseri Group Limited,EQ,INE756C01015,29-AUG-2016
NDL,NDL.NS,Nandan Denim Limited,EQ,INE875G01048,23-MAR-2012
NDLVENTURE,NDLVENTURE.NS,NDL Ventures Limited,EQ,INE353A01023,24-APR-2007
NDRAUTO,NDRAUTO.NS,Ndr Auto Components Limited,EQ,INE07OG01012,30-JUL-2020
NDTV,NDTV.NS,New Delhi Television Limited,EQ,INE155G01029,19-MAY-2004
NEAGI,NEAGI.NS,Neelamalai Agro Industries Limited,EQ,INE605D01012,20-APR-2026
NECCLTD,NECCLTD.NS,North Eastern Carrying Corporation Limited,EQ,INE553C01016,02-MAR-2016
NECLIFE,NECLIFE.NS,Nectar Lifesciences Limited,EQ,INE023H01027,18-JUL-2005
NELCAST,NELCAST.NS,Nelcast Limited,EQ,INE189I01024,27-JUN-2007
NELCO,NELCO.NS,NELCO Limited,EQ,INE045B01015,28-MAY-2003
NEOGEN,NEOGEN.NS,Neogen Chemicals Limited,EQ,INE136S01016,08-MAY-2019
NEPHROPLUS,NEPHROPLUS.NS,Nephrocare Health Services Limited,EQ,INE428V01029,17-DEC-2025
NESCO,NESCO.NS,Nesco Limited,EQ,INE317F01035,08-APR-2008
NESTLEIND,NESTLEIND.NS,Nestle India Limited,EQ,INE239A01024,01-AUG-2023
NETWEB,NETWEB.NS,Netweb Technologies India Limited,EQ,INE0NT901020,27-JUL-2023
NETWORK18,NETWORK18.NS,Network18 Media & Investments Limited,EQ,INE870H01013,02-FEB-2007
NEULANDLAB,NEULANDLAB.NS,Neuland Laboratories Limited,EQ,INE794A01010,13-OCT-2008
NEWGEN,NEWGEN.NS,Newgen Software Technologies Limited,EQ,INE619B01017,29-JAN-2018
NEXTMEDIA,NEXTMEDIA.NS,Next Mediaworks Limited,EQ,INE747B01016,04-APR-2001
NFL,NFL.NS,National Fertilizers Limited,EQ,INE870D01012,28-DEC-2006
NGIL,NGIL.NS,Nakoda Group of Industries Limited,EQ,INE236Y01012,20-AUG-2021
NGLFINE,NGLFINE.NS,NGL Fine-Chem Limited,EQ,INE887E01022,08-JUL-2022
NH,NH.NS,Narayana Hrudayalaya Ltd.,EQ,INE410P01011,06-JAN-2016
NHPC,NHPC.NS,NHPC Limited,EQ,INE848E01016,01-SEP-2009
NIACL,NIACL.NS,The New India Assurance Company Limited,EQ,INE470Y01017,13-NOV-2017
NIBE,NIBE.NS,NIBE Limited,EQ,INE149O01018,07-FEB-2025
NIBL,NIBL.NS,NRB Industrial Bearings Limited,EQ,INE047O01014,09-APR-2013
NIITLTD,NIITLTD.NS,NIIT Limited,EQ,INE161A01038,16-AUG-2004
NIITMTS,NIITMTS.NS,NIIT Learning Systems Limited,EQ,INE342G01023,08-AUG-2023
NILAINFRA,NILAINFRA.NS,Nila Infrastructures Limited,EQ,INE937C01029,21-MAY-2015
NILASPACES,NILASPACES.NS,Nila Spaces Limited,EQ,INE00S901012,28-DEC-2018
NILE,NILE.NS,Nile Limited,EQ,INE445D01013,20-APR-2026
NILKAMAL,NILKAMAL.NS,Nilkamal Limited,EQ,INE310A01015,01-NOV-1995
NIMBSPROJ,NIMBSPROJ.NS,Nimbus Projects Limited,EQ,INE875B01015,06-APR-2026
NINSYS,NINSYS.NS,NINtec Systems Limited,EQ,INE395U01014,21-FEB-2023
NIPPOBATRY,NIPPOBATRY.NS,Indo-National Limited,EQ,INE567A01028,06-OCT-1999
NIRAJ,NIRAJ.NS,Niraj Cement Structurals Limited,EQ,INE368I01016,01-OCT-2020
NIRAJISPAT,NIRAJISPAT.NS,Niraj Ispat Industries Limited,BE,INE326T01011,27-OCT-2016
NIRLON,NIRLON.NS,Nirlon Limited,EQ,INE910A01012,20-APR-2026
NITCO,NITCO.NS,Nitco Limited,EQ,INE858F01012,21-MAR-2006
NITINSPIN,NITINSPIN.NS,Nitin Spinners Limited,EQ,INE229H01012,02-FEB-2006
NITIRAJ,NITIRAJ.NS,Nitiraj Engineers Limited,EQ,INE439T01012,22-APR-2021
NITTAGELA,NITTAGELA.NS,Nitta Gelatin India Limited,EQ,INE265B01019,20-APR-2026
NIVABUPA,NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,EQ,INE995S01015,14-NOV-2024
NKIND,NKIND.NS,NK Industries Limited,EQ,INE542C01019,07-JUL-1995
NLCINDIA,NLCINDIA.NS,NLC India Limited,EQ,INE589A01014,23-AUG-2000
NMDC,NMDC.NS,NMDC Limited,EQ,INE584A01023,03-MAR-2008
NOCIL,NOCIL.NS,NOCIL Limited,EQ,INE163A01018,17-JAN-1996
NOIDATOLL,NOIDATOLL.NS,Noida Toll Bridge Company Limited,EQ,INE781B01015,06-DEC-2002
NORBTEAEXP,NORBTEAEXP.NS,Norben Tea & Exports Limited,EQ,INE369C01017,26-JUN-1996
NORTHARC,NORTHARC.NS,Northern Arc Capital Limited,EQ,INE850M01015,24-SEP-2024
NOVAAGRI,NOVAAGRI.NS,Nova Agritech Limited,EQ,INE02H701025,31-JAN-2024
NOVARTIND,NOVARTIND.NS,Novartis India Limited,EQ,INE234A01025,20-APR-2026
NPST,NPST.NS,Network People Services Technologies Limited,EQ,INE0FFK01017,30-APR-2025
NRAIL,NRAIL.NS,N R Agarwal Industries Limited,EQ,INE740D01017,05-APR-2017
NRBBEARING,NRBBEARING.NS,NRB Bearing Limited,EQ,INE349A01021,08-MAR-2000
NRL,NRL.NS,Nupur Recyclers Limited,EQ,INE0JM501013,12-JAN-2023
NSIL,NSIL.NS,Nalwa Sons Investments Limited,EQ,INE023A01030,17-NOV-2003
NSLNISP,NSLNISP.NS,NMDC Steel Limited,EQ,INE0NNS01018,20-FEB-2023
NTPC,NTPC.NS,NTPC Limited,EQ,INE733E01010,05-NOV-2004
NTPCGREEN,NTPCGREEN.NS,NTPC Green Energy Limited,EQ,INE0ONG01011,27-NOV-2024
NUCLEUS,NUCLEUS.NS,Nucleus Software Exports Limited,EQ,INE096B01018,19-DEC-2002
NURECA,NURECA.NS,Nureca Limited,EQ,INE0DSF01015,25-FEB-2021
NUVAMA,NUVAMA.NS,Nuvama Wealth Management Limited,EQ,INE531F01023,26-SEP-2023
NUVOCO,NUVOCO.NS,Nuvoco Vistas Corporation Limited,EQ,INE118D01016,23-AUG-2021
NYKAA,NYKAA.NS,FSN E-Commerce Ventures Limited,EQ,INE388Y01029,10-NOV-2021
OAL,OAL.NS,Oriental Aromatics Limited,EQ,INE959C01023,11-JUL-2019
OBCL,OBCL.NS,Orissa Bengal Carrier Limited,EQ,INE426Z01016,07-APR-2022
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Limited,EQ,INE093I01010,20-OCT-2010
OCCLLTD,OCCLLTD.NS,OCCL Limited,EQ,INE0PK601023,29-OCT-2024
ODIGMA,ODIGMA.NS,Odigma Consultancy Solutions Limited,BE,INE054301028,12-DEC-2024
OFSS,OFSS.NS,Oracle Financial Services Software Limited,EQ,INE881D01027,28-JUN-2002
OIL,OIL.NS,Oil India Limited,EQ,INE274J01014,30-SEP-2009
OILCOUNTUB,OILCOUNTUB.NS,Oil Country Tubular Limited,EQ,INE591A01010,30-AUG-1995
OLAELEC,OLAELEC.NS,Ola Electric Mobility Limited,EQ,INE0LXG01040,09-AUG-2024
OLECTRA,OLECTRA.NS,Olectra Greentech Limited,EQ,INE260D01016,20-MAR-2002
OMAXAUTO,OMAXAUTO.NS,Omax Autos Limited,EQ,INE090B01011,20-FEB-2003
OMAXE,OMAXE.NS,Omaxe Limited,EQ,INE800H01010,09-AUG-2007
OMFREIGHT,OMFREIGHT.NS,Om Freight Forwarders Limited,EQ,INE1BZC01019,08-OCT-2025
OMINFRAL,OMINFRAL.NS,OM INFRA LIMITED,EQ,INE239D01028,17-JUN-2011
OMKARCHEM,OMKARCHEM.NS,Omkar Speciality Chemicals Limited,BZ,INE474L01016,10-FEB-2011
OMNI,OMNI.NS,Omnitech Engineering Limited,EQ,INE0UH301010,05-MAR-2026
OMPOWER,OMPOWER.NS,Om Power Transmission Limited,BE,INE25E901019,17-APR-2026
ONELIFECAP,ONELIFECAP.NS,Onelife Capital Advisors Limited,EQ,INE912L01015,17-OCT-2011
ONEPOINT,ONEPOINT.NS,One Point One Solutions Limited,EQ,INE840Y01029,09-MAY-2019
ONESOURCE,ONESOURCE.NS,Onesource Specialty Pharma Limited,EQ,INE013P01021,24-JAN-2025
ONGC,ONGC.NS,Oil & Natural Gas Corporation Limited,EQ,INE213A01029,19-JUL-1995
ONMOBILE,ONMOBILE.NS,OnMobile Global Limited,EQ,INE809I01019,19-FEB-2008
ONWARDTEC,ONWARDTEC.NS,Onward Technologies Limited,EQ,INE229A01017,07-MAR-2001
OPTIEMUS,OPTIEMUS.NS,Optiemus Infracom Limited,EQ,INE350C01017,08-AUG-2017
ORBTEXP,ORBTEXP.NS,Orbit Exports Limited,EQ,INE231G01010,05-NOV-2013
ORCHASP,ORCHASP.NS,Orchasp Limited,EQ,INE215B01022,07-FEB-2025
ORCHPHARMA,ORCHPHARMA.NS,Orchid Pharma Limited,EQ,INE191A01027,02-NOV-2020
ORICONENT,ORICONENT.NS,Oricon Enterprises Limited,EQ,INE730A01022,24-JUL-2015
ORIENTALTL,ORIENTALTL.NS,Oriental Trimex Limited,EQ,INE998H01012,07-MAR-2007
ORIENTBELL,ORIENTBELL.NS,Orient Bell Limited,EQ,INE607D01018,14-FEB-2007
ORIENTCEM,ORIENTCEM.NS,Orient Cement Limited,EQ,INE876N01018,12-JUL-2013
ORIENTCER,ORIENTCER.NS,ORIENT CERATECH LIMITED,EQ,INE569C01020,15-DEC-2005
ORIENTELEC,ORIENTELEC.NS,Orient Electric Limited,EQ,INE142Z01019,14-MAY-2018
ORIENTHOT,ORIENTHOT.NS,Oriental Hotels Limited,EQ,INE750A01020,27-AUG-1998
ORIENTLTD,ORIENTLTD.NS,Orient Press Limited,EQ,INE609C01024,03-MAR-2010
ORIENTPPR,ORIENTPPR.NS,Orient Paper & Industries Limited,EQ,INE592A01026,29-MAR-1995
ORIENTTECH,ORIENTTECH.NS,Orient Technologies Limited,EQ,INE0PPK01015,28-AUG-2024
ORISSAMINE,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,EQ,INE725E01024,29-SEP-2010
ORKLAINDIA,ORKLAINDIA.NS,Orkla India Limited,EQ,INE16NZ01023,06-NOV-2025
ORTEL,ORTEL.NS,Ortel Communications Limited,BZ,INE849L01019,19-MAR-2015
ORTINGLOBE,ORTINGLOBE.NS,ORTIN GLOBAL LIMITED,BE,INE749B01020,30-MAR-2021
OSIAHYPER,OSIAHYPER.NS,Osia Hyper Retail Limited,EQ,INE06IR01021,01-DEC-2022
OSWALAGRO,OSWALAGRO.NS,Oswal Agro Mills Limited,BE,INE142A01012,29-MAR-1995
OSWALGREEN,OSWALGREEN.NS,Oswal Greentech Limited,EQ,INE143A01010,28-AUG-1996
OSWALPUMPS,OSWALPUMPS.NS,Oswal Pumps Limited,EQ,INE0BYP01024,20-JUN-2025
OSWALSEEDS,OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,EQ,INE00IK01029,28-FEB-2023
PACEDIGITK,PACEDIGITK.NS,Pace Digitek Limited,EQ,INE0S3G01027,06-OCT-2025
PAGEIND,PAGEIND.NS,Page Industries Limited,EQ,INE761H01022,16-MAR-2007
PAISALO,PAISALO.NS,Paisalo Digital Limited,EQ,INE420C01059,17-OCT-2011
PAKKA,PAKKA.NS,PAKKA LIMITED,EQ,INE551D01018,11-JUL-2023
PALASHSECU,PALASHSECU.NS,Palash Securities Limited,EQ,INE471W01019,28-JUL-2017
PALREDTEC,PALREDTEC.NS,Palred Technologies Limited,EQ,INE218G01033,09-MAY-2016
PANACEABIO,PANACEABIO.NS,Panacea Biotec Limited,EQ,INE922B01023,17-APR-1996
PANACHE,PANACHE.NS,Panache Digilife Limited,BE,INE895W01019,06-JAN-2020
PANAMAPET,PANAMAPET.NS,Panama Petrochem Limited,EQ,INE305C01029,30-SEP-2011
PANSARI,PANSARI.NS,Pansari Developers Limited,EQ,INE697V01011,18-OCT-2021
PAR,PAR.NS,Par Drugs And Chemicals Limited,EQ,INE04LG01015,16-SEP-2021
PARACABLES,PARACABLES.NS,Paramount Communications Limited,EQ,INE074B01023,03-JAN-2007
PARADEEP,PARADEEP.NS,Paradeep Phosphates Limited,EQ,INE088F01024,27-MAY-2022
PARAGMILK,PARAGMILK.NS,Parag Milk Foods Limited,EQ,INE883N01014,19-MAY-2016
PARAS,PARAS.NS,Paras Defence and Space Technologies Limited,EQ,INE045601023,01-OCT-2021
PARASPETRO,PARASPETRO.NS,Paras Petrofils Limited,BE,INE162C01024,14-FEB-1996
PARKHOSPS,PARKHOSPS.NS,Park Medi World Limited,EQ,INE119201023,17-DEC-2025
PARKHOTELS,PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,EQ,INE988S01028,12-FEB-2024
PARSVNATH,PARSVNATH.NS,Parsvnath Developers Limited,BE,INE561H01026,30-NOV-2006
PASHUPATI,PASHUPATI.NS,Pashupati Cotspin Limited,EQ,INE124Y01028,17-JUL-2025
PASUPTAC,PASUPTAC.NS,Pasupati Acrylon Limited,EQ,INE818B01023,12-OCT-2021
PATANJALI,PATANJALI.NS,Patanjali Foods Limited,EQ,INE619A01035,24-JAN-2020
PATELENG,PATELENG.NS,Patel Engineering Limited,EQ,INE244B01030,24-FEB-2005
PATELRMART,PATELRMART.NS,Patel Retail Limited,EQ,INE0R8B01010,26-AUG-2025
PATINTLOG,PATINTLOG.NS,Patel Integrated Logistics Limited,EQ,INE529D01014,11-JAN-2008
PAUSHAKLTD,PAUSHAKLTD.NS,Paushak Limited,EQ,INE111F01024,01-DEC-2025
PAVNAIND,PAVNAIND.NS,Pavna Industries Limited,BE,INE07S101038,01-JUN-2023
PAYTM,PAYTM.NS,One 97 Communications Limited,EQ,INE982J01020,18-NOV-2021
PCBL,PCBL.NS,PCBL Chemical Limited,EQ,INE602A01031,29-MAR-1995
PCJEWELLER,PCJEWELLER.NS,PC Jeweller Limited,EQ,INE785M01021,27-DEC-2012
PDMJEPAPER,PDMJEPAPER.NS,Pudumjee Paper Products Limited,EQ,INE865T01018,30-MAR-2016
PDSL,PDSL.NS,PDS Limited,EQ,INE111Q01021,21-OCT-2014
PEARLPOLY,PEARLPOLY.NS,Pearl Polymers Limited,BE,INE844A01013,11-OCT-1995
PENIND,PENIND.NS,Pennar Industries Limited,EQ,INE932A01024,25-NOV-2010
PENINLAND,PENINLAND.NS,Peninsula Land Limited,BE,INE138A01028,08-FEB-1995
PERSISTENT,PERSISTENT.NS,Persistent Systems Limited,EQ,INE262H01021,06-APR-2010
PETRONET,PETRONET.NS,Petronet LNG Limited,EQ,INE347G01014,26-MAR-2004
PFC,PFC.NS,Power Finance Corporation Limited,EQ,INE134E01011,23-FEB-2007
PFIZER,PFIZER.NS,Pfizer Limited,EQ,INE182A01018,28-APR-1999
PFOCUS,PFOCUS.NS,Prime Focus Limited,EQ,INE367G01038,20-JUN-2006
PFS,PFS.NS,PTC India Financial Services Limited,EQ,INE560K01014,30-MAR-2011
PGEL,PGEL.NS,PG Electroplast Limited,EQ,INE457L01029,26-SEP-2011
PGHH,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,EQ,INE179A01014,07-JUL-2004
PGHL,PGHL.NS,Procter & Gamble Health Limited,EQ,INE199A01012,24-APR-1996
PGIL,PGIL.NS,Pearl Global Industries Limited,EQ,INE940H01022,15-FEB-2007
PHOENIXLTD,PHOENIXLTD.NS,The Phoenix Mills Limited,EQ,INE211B01039,23-APR-2007
PICCADIL,PICCADIL.NS,Piccadily Agro Industries Limited,EQ,INE546C01010,02-JUL-2025
PIDILITIND,PIDILITIND.NS,Pidilite Industries Limited,EQ,INE318A01026,29-MAR-1995
PIGL,PIGL.NS,Power & Instrumentation (Gujarat) Limited,EQ,INE557Z01018,17-MAY-2023
PIIND,PIIND.NS,PI Industries Limited,EQ,INE603J01030,15-JUN-2011
PILANIINVS,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,EQ,INE417C01014,08-DEC-2015
PILITA,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,EQ,INE600A01035,07-OCT-2013
PINELABS,PINELABS.NS,Pine Labs Limited,EQ,INE15B701018,14-NOV-2025
PIONEEREMB,PIONEEREMB.NS,Pioneer Embroideries Limited,EQ,INE156C01018,16-MAY-2006
PIONRINV,PIONRINV.NS,Pioneer Investcorp Limited,EQ,INE746D01014,20-APR-2026
PIRAMALFIN,PIRAMALFIN.NS,Piramal Finance Limited,EQ,INE202B01038,07-NOV-2025
PITTIENG,PITTIENG.NS,Pitti Engineering Limited,EQ,INE450D01021,02-FEB-2007
PIXTRANS,PIXTRANS.NS,Pix Transmissions Limited,EQ,INE751B01018,28-APR-2022
PKTEA,PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,EQ,INE431F01018,19-AUG-2015
PLASTIBLEN,PLASTIBLEN.NS,Plastiblends India Limited,EQ,INE083C01022,28-DEC-2006
PLATIND,PLATIND.NS,Platinum Industries Limited,EQ,INE0PT501018,05-MAR-2024
PLAZACABLE,PLAZACABLE.NS,Plaza Wires Limited,EQ,INE0INJ01017,12-OCT-2023
PML,PML.NS,Paul Merchants Limited,EQ,INE291E01019,20-APR-2026
PNB,PNB.NS,Punjab National Bank,EQ,INE160A01022,24-APR-2002
PNBGILTS,PNBGILTS.NS,PNB Gilts Limited,EQ,INE859A01011,18-SEP-2000
PNBHOUSING,PNBHOUSING.NS,PNB Housing Finance Limited,EQ,INE572E01012,07-NOV-2016
PNC,PNC.NS,Pritish Nandy Communications Limited,BE,INE392B01011,11-DEC-2000
PNCINFRA,PNCINFRA.NS,PNC Infratech Limited,EQ,INE195J01029,26-MAY-2015
PNGJL,PNGJL.NS,P N Gadgil Jewellers Limited,EQ,INE953R01016,17-SEP-2024
PNGSREVA,PNGSREVA.NS,PNGS Reva Diamond Jewellery Limited,EQ,INE1RDG01013,04-MAR-2026
POCL,POCL.NS,Pondy Oxides & Chemicals Limited,EQ,INE063E01053,06-MAR-2023
PODDARMENT,PODDARMENT.NS,Poddar Pigments Limited,EQ,INE371C01013,22-NOV-2016
POKARNA,POKARNA.NS,Pokarna Limited,EQ,INE637C01025,07-JUL-2016
POLICYBZR,POLICYBZR.NS,PB Fintech Limited,EQ,INE417T01026,15-NOV-2021
POLYCAB,POLYCAB.NS,Polycab India Limited,EQ,INE455K01017,16-APR-2019
POLYMED,POLYMED.NS,Poly Medicure Limited,EQ,INE205C01021,07-DEC-2011
POLYPLEX,POLYPLEX.NS,Polyplex Corporation Limited,EQ,INE633B01018,11-APR-2003
PONNIERODE,PONNIERODE.NS,Ponni Sugars (Erode) Limited,EQ,INE838E01017,16-APR-2002
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Limited,EQ,INE511C01022,27-APR-2004
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Limited,EQ,INE752E01010,05-OCT-2007
POWERICA,POWERICA.NS,Powerica Limited,EQ,INE921L01032,02-APR-2026
POWERINDIA,POWERINDIA.NS,Hitachi Energy India Limited,EQ,INE07Y701011,30-MAR-2020
POWERMECH,POWERMECH.NS,Power Mech Projects Limited,EQ,INE211R01019,26-AUG-2015
PPAP,PPAP.NS,PPAP Automotive Limited,EQ,INE095I01015,11-JAN-2008
PPL,PPL.NS,Prakash Pipes Limited,EQ,INE050001010,14-JUN-2019
PPLPHARMA,PPLPHARMA.NS,Piramal Pharma Limited,EQ,INE0DK501011,19-OCT-2022
PRABHA,PRABHA.NS,Prabha Energy Limited,EQ,INE0I0M01023,19-MAR-2025
PRADPME,PRADPME.NS,Pradeep Metals Limited,EQ,INE770A01010,20-APR-2026
PRAENG,PRAENG.NS,Prajay Engineers Syndicate Limited,EQ,INE505C01016,02-JAN-2007
PRAJIND,PRAJIND.NS,Praj Industries Limited,EQ,INE074A01025,11-OCT-1995
PRAKASH,PRAKASH.NS,Prakash Industries Limited,EQ,INE603A01013,10-MAY-1995
PRAKASHSTL,PRAKASHSTL.NS,Prakash Steelage Limited,EQ,INE696K01024,25-AUG-2010
PRAVEG,PRAVEG.NS,Praveg Limited,EQ,INE722B01019,20-APR-2026
PRAXIS,PRAXIS.NS,Praxis Home Retail Limited,EQ,INE546Y01022,31-JAN-2018
PRECAM,PRECAM.NS,Precision Camshafts Limited,EQ,INE484I01029,08-FEB-2016
PRECOT,PRECOT.NS,Precot Limited,BE,INE283A01014,19-AUG-2005
PRECWIRE,PRECWIRE.NS,Precision Wires India Limited,EQ,INE372C01037,06-SEP-1995
PREMCO,PREMCO.NS,Premco Global Limited,EQ,INE001E01012,20-APR-2026
PREMEXPLN,PREMEXPLN.NS,Premier Explosives Limited,EQ,INE863B01029,17-JUN-2016
PREMIER,PREMIER.NS,Premier Limited,BE,INE342A01018,03-APR-1996
PREMIERENE,PREMIERENE.NS,Premier Energies Limited,EQ,INE0BS701011,03-SEP-2024
PREMIERPOL,PREMIERPOL.NS,Premier Polyfilm Limited,BE,INE309M01020,13-DEC-1995
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Limited,EQ,INE811K01011,27-OCT-2010
PRICOLLTD,PRICOLLTD.NS,Pricol Limited,EQ,INE726V01018,10-FEB-2017
PRIMESECU,PRIMESECU.NS,Prime Securities Limited,EQ,INE032B01021,17-JUN-2005
PRIMO,PRIMO.NS,Primo Chemicals Limited,EQ,INE607A01022,22-APR-2025
PRINCEPIPE,PRINCEPIPE.NS,Prince Pipes And Fittings Limited,EQ,INE689W01016,30-DEC-2019
PRITI,PRITI.NS,Priti International Limited,BE,INE974Z01015,02-MAR-2022
PRITIKAUTO,PRITIKAUTO.NS,Pritika Auto Industries Limited,EQ,INE583R01029,10-AUG-2021
PRIVISCL,PRIVISCL.NS,Privi Speciality Chemicals Limited,EQ,INE959A01019,08-MAY-2015
PROSTARM,PROSTARM.NS,Prostarm Info Systems Limited,EQ,INE0BX301013,03-JUN-2025
PROTEAN,PROTEAN.NS,Protean eGov Technologies Limited,EQ,INE004A01022,06-FEB-2025
PROZONER,PROZONER.NS,Prozone Realty Limited,EQ,INE195N01013,12-SEP-2012
PRSMJOHNSN,PRSMJOHNSN.NS,Prism Johnson Limited,EQ,INE010A01011,20-AUG-2003
PRUDENT,PRUDENT.NS,Prudent Corporate Advisory Services Limited,EQ,INE00F201020,20-MAY-2022
PRUDMOULI,PRUDMOULI.NS,Prudential Sugar Corporation Limited,EQ,INE024D01016,10-MAY-1995
PSB,PSB.NS,Punjab & Sind Bank,EQ,INE608A01012,30-DEC-2010
PSPPROJECT,PSPPROJECT.NS,PSP Projects Limited,EQ,INE488V01015,29-MAY-2017
PTC,PTC.NS,PTC India Limited,EQ,INE877F01012,07-APR-2004
PTCIL,PTCIL.NS,PTC Industries Limited,EQ,INE596F01018,09-JUN-2023
PTL,PTL.NS,PTL Enterprises Limited,EQ,INE034D01049,29-JAN-2007
PUNJABCHEM,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,EQ,INE277B01014,08-MAR-2007
PURVA,PURVA.NS,Puravankara Limited,EQ,INE323I01011,30-AUG-2007
PVP,PVP.NS,PVP Ventures Limited,EQ,INE362A01016,03-APR-1996
